date,name,calls,voicemail,call_time,request_type,number_done,pages_sent,time_spent,cds_created,images_clouded,comment
03/26/2023,Elijah Nguyen,20,33,4,Work comp,83,1816,6,20,138,
04/24/2023,Karen Smith,203,0,3,Insurance,60,4403,8,41,13,
03/22/2022,Ava Singh,59,57,4,Work comp,61,397,8,40,145,
09/30/2023,Karen Smith,222,65,3,Patient,27,1627,0,24,167,
08/07/2022,Noah Rodriguez,116,10,0,Insurance,99,772,1,3,188,
08/23/2022,Liam Patel,150,38,1,Insurance,34,3823,0,15,41,
06/24/2023,Noah Rodriguez,142,62,3,Regulatory,14,4346,0,33,7,
11/18/2023,Ava Singh,221,22,0,Work comp,19,4615,6,29,19,
08/27/2023,Ava Singh,201,56,5,Attorney,11,948,0,16,72,
08/14/2023,Karen Smith,205,24,8,Regulatory,81,1362,5,38,34,
10/29/2023,Ava Singh,137,46,3,Patient,32,4767,7,25,60,
01/29/2023,Sophia Kim,192,4,2,Patient,10,3136,6,8,92,
10/28/2022,Noah Rodriguez,175,30,8,Regulatory,48,3537,3,39,181,
07/11/2023,Noah Rodriguez,130,32,4,Law enforcement,101,1015,7,20,55,
03/31/2022,Noah Rodriguez,155,18,2,Continuing care,81,517,0,24,70,
08/24/2022,Elijah Nguyen,197,40,6,Patient,28,4360,5,39,24,
04/20/2022,Karen Smith,143,74,0,Law enforcement,67,4865,5,4,44,
04/15/2022,Noah Rodriguez,181,54,5,Work comp,76,1289,4,44,119,
03/05/2022,Karen Smith,140,64,0,Attorney,50,3765,8,28,22,
12/29/2022,Liam Patel,86,3,6,Insurance,4,335,3,13,55,
04/11/2023,Karen Smith,190,54,5,Continuing care,28,1770,6,6,132,
08/15/2023,Elijah Nguyen,219,17,4,Patient,85,3467,1,15,161,
08/12/2022,Sophia Kim,128,50,1,Continuing care,71,4775,4,23,60,
03/31/2022,Noah Rodriguez,179,73,8,Law enforcement,46,1507,5,19,29,
04/28/2022,Ava Singh,96,33,4,Work comp,50,682,1,26,21,
01/20/2023,Karen Smith,79,64,6,Continuing care,101,4411,7,16,79,
08/26/2023,Liam Patel,34,35,0,Law enforcement,13,4295,6,44,144,
08/24/2023,Noah Rodriguez,195,34,0,Work comp,51,3926,3,24,62,
01/06/2022,Sophia Kim,24,4,4,Work comp,100,1461,3,18,110,
10/25/2023,James McCarty,176,64,4,Continuing care,90,3659,8,34,36,
06/28/2023,Karen Smith,186,54,7,Regulatory,94,1152,4,3,51,
12/07/2023,Sophia Kim,235,61,7,Attorney,52,771,7,13,9,
09/29/2023,James McCarty,85,2,5,Law enforcement,37,3303,7,33,68,
02/23/2023,Liam Patel,146,32,2,Continuing care,86,4936,3,42,19,
12/07/2022,Sophia Kim,160,13,6,Patient,99,349,0,3,147,
04/10/2023,Ava Singh,89,65,5,Work comp,45,935,5,18,125,
10/14/2022,Karen Smith,184,6,6,Attorney,100,3974,0,27,170,
12/20/2023,Karen Smith,215,13,2,Regulatory,101,917,0,36,196,
01/19/2022,Sophia Kim,86,34,0,Law enforcement,51,2333,2,23,108,
03/11/2022,Karen Smith,16,0,3,Law enforcement,4,3579,2,17,36,
10/25/2022,Sophia Kim,7,74,7,Law enforcement,8,4363,0,22,197,
02/17/2022,Karen Smith,118,46,6,Work comp,73,1204,6,28,97,
03/27/2022,Liam Patel,59,54,0,Work comp,17,184,8,17,6,
09/28/2022,Sophia Kim,10,47,3,Insurance,41,1547,7,32,14,
03/22/2023,Sophia Kim,128,29,3,Law enforcement,99,4427,0,40,5,
11/19/2023,James McCarty,160,10,4,Law enforcement,55,2908,1,25,87,
03/21/2023,Sophia Kim,198,21,5,Continuing care,54,1736,5,27,139,
11/16/2023,Noah Rodriguez,238,8,6,Attorney,8,4592,4,29,146,
05/27/2023,Elijah Nguyen,166,54,0,Attorney,62,1328,1,39,134,
01/28/2022,Ava Singh,205,68,1,Law enforcement,9,1393,5,2,127,
11/28/2022,Ava Singh,121,16,5,Patient,96,1999,0,40,61,
02/15/2022,Elijah Nguyen,215,61,4,Insurance,59,443,0,40,79,
12/14/2023,Liam Patel,17,5,5,Law enforcement,24,1142,3,6,138,
03/12/2023,Liam Patel,102,58,8,Regulatory,59,2436,1,23,18,
08/20/2023,Noah Rodriguez,96,62,8,Patient,52,2523,7,39,189,
05/02/2022,Ava Singh,11,6,6,Patient,84,1401,2,9,91,
05/27/2022,Elijah Nguyen,245,63,2,Work comp,55,2298,0,11,52,
02/08/2022,Karen Smith,87,6,0,Regulatory,52,1149,4,15,96,
05/15/2023,Sophia Kim,196,59,1,Continuing care,19,1315,3,13,161,
10/07/2023,Elijah Nguyen,231,11,7,Insurance,69,3996,6,34,23,
08/10/2022,Elijah Nguyen,159,12,4,Work comp,56,3314,7,15,67,
08/13/2022,Noah Rodriguez,41,14,2,Work comp,48,4117,8,29,110,
06/20/2022,Liam Patel,65,40,2,Insurance,53,2716,2,30,196,
03/14/2022,Sophia Kim,6,5,3,Law enforcement,77,1464,4,38,6,
12/07/2023,Elijah Nguyen,109,17,3,Work comp,100,4899,4,27,42,
02/23/2023,Noah Rodriguez,142,72,5,Continuing care,51,585,6,16,19,
11/11/2022,Karen Smith,174,7,4,Attorney,79,2250,6,17,89,
06/06/2023,Sophia Kim,80,38,4,Continuing care,45,3271,8,6,197,
03/21/2022,Sophia Kim,149,35,8,Patient,80,2641,5,21,104,
09/15/2022,Noah Rodriguez,125,74,1,Work comp,82,3811,2,7,32,
07/29/2023,Noah Rodriguez,236,25,1,Insurance,37,2394,4,25,170,
08/27/2023,Elijah Nguyen,26,68,6,Attorney,72,4950,7,39,154,
04/03/2022,James McCarty,24,65,6,Insurance,27,3228,1,22,85,
12/04/2023,Elijah Nguyen,22,62,1,Regulatory,1,312,0,33,35,
07/22/2023,Liam Patel,21,5,6,Continuing care,9,946,3,19,150,
05/06/2022,Elijah Nguyen,106,21,1,Patient,91,1073,1,33,185,
09/30/2022,Elijah Nguyen,182,55,0,Work comp,10,2397,2,18,193,
04/25/2023,Noah Rodriguez,144,34,6,Attorney,23,4426,6,28,175,
07/26/2022,Elijah Nguyen,152,41,8,Patient,46,2548,4,7,153,
07/29/2022,Karen Smith,93,9,2,Regulatory,97,2939,5,17,157,
11/18/2023,Ava Singh,93,6,2,Attorney,87,3811,0,26,157,
06/26/2022,Noah Rodriguez,37,69,4,Law enforcement,57,252,6,32,21,
02/27/2023,Ava Singh,178,14,4,Law enforcement,65,2067,3,28,94,
11/21/2022,Karen Smith,190,71,7,Regulatory,63,744,6,5,75,
02/26/2022,Sophia Kim,242,17,0,Insurance,86,4971,6,43,136,
07/18/2022,James McCarty,203,28,8,Insurance,66,1446,2,30,164,
02/18/2023,James McCarty,118,69,7,Regulatory,100,510,5,6,127,
08/08/2022,James McCarty,187,7,4,Attorney,29,4570,5,41,73,
07/20/2023,Karen Smith,245,20,5,Regulatory,20,2816,3,7,67,
03/09/2022,James McCarty,225,60,0,Regulatory,92,1891,6,11,166,
04/11/2022,Sophia Kim,229,38,2,Patient,12,15,2,25,134,
12/07/2022,James McCarty,62,16,3,Attorney,92,745,1,2,70,
01/16/2023,Karen Smith,19,74,7,Continuing care,5,2214,4,20,4,
04/21/2023,Noah Rodriguez,217,10,7,Patient,29,4798,4,38,162,
10/19/2023,Elijah Nguyen,79,60,5,Work comp,93,1249,5,13,63,
09/30/2022,Elijah Nguyen,52,48,8,Regulatory,101,237,5,22,176,
09/04/2023,Sophia Kim,214,58,3,Regulatory,11,4031,4,29,6,
05/03/2023,Elijah Nguyen,89,65,2,Insurance,51,4620,2,32,24,
01/13/2023,Noah Rodriguez,128,0,0,Work comp,75,3832,3,25,34,
01/22/2022,James McCarty,13,7,0,Continuing care,12,751,3,36,22,
07/25/2022,James McCarty,165,18,3,Insurance,58,26,8,30,88,
04/18/2023,Ava Singh,9,56,2,Work comp,35,544,3,7,95,
05/08/2022,Noah Rodriguez,170,35,1,Patient,19,1860,7,1,114,
09/25/2023,Noah Rodriguez,140,71,1,Attorney,24,272,2,6,188,
01/11/2022,Liam Patel,0,70,0,Continuing care,55,3804,2,40,149,
12/30/2022,Liam Patel,118,38,1,Attorney,13,1681,6,28,20,
01/20/2023,James McCarty,9,5,7,Work comp,61,4137,0,37,124,
04/21/2022,Liam Patel,202,66,2,Regulatory,18,3672,4,27,40,
04/27/2022,Liam Patel,46,25,4,Attorney,14,4106,6,5,160,
08/12/2023,Elijah Nguyen,8,55,8,Continuing care,27,1467,0,24,99,
12/27/2022,James McCarty,27,49,3,Regulatory,62,1457,3,38,101,
01/20/2022,Sophia Kim,122,3,5,Regulatory,2,641,6,25,108,
12/22/2023,Ava Singh,0,21,8,Law enforcement,94,742,0,30,38,
11/07/2023,Karen Smith,151,50,2,Law enforcement,4,595,4,12,189,
09/17/2023,Liam Patel,16,22,0,Attorney,59,4814,6,38,69,
06/08/2022,James McCarty,147,56,4,Attorney,89,1306,4,26,24,
01/04/2023,Ava Singh,24,31,3,Insurance,59,3704,1,7,45,
04/15/2022,Sophia Kim,25,42,8,Continuing care,17,4925,4,35,138,
10/12/2023,Sophia Kim,56,60,0,Regulatory,32,3023,7,24,175,
06/01/2023,Noah Rodriguez,187,41,1,Continuing care,31,1410,5,14,182,
10/23/2022,Noah Rodriguez,13,59,5,Patient,57,4056,8,13,111,
03/19/2023,James McCarty,109,7,6,Work comp,89,2847,6,26,22,
06/11/2022,Ava Singh,180,14,2,Regulatory,70,3310,2,10,113,
12/04/2022,Karen Smith,193,9,8,Patient,43,3033,8,23,97,
03/08/2023,Noah Rodriguez,29,37,4,Insurance,51,3633,1,3,180,
08/05/2022,Elijah Nguyen,121,65,3,Work comp,34,3214,2,6,195,
04/17/2022,Noah Rodriguez,151,30,1,Work comp,66,1811,4,17,143,
12/12/2022,Ava Singh,246,25,6,Continuing care,64,3898,0,10,189,
03/27/2023,Liam Patel,38,71,8,Patient,91,2728,7,40,39,
10/06/2022,Elijah Nguyen,100,23,1,Work comp,93,4121,5,0,61,
02/26/2022,Karen Smith,118,53,0,Law enforcement,62,4259,3,10,125,
01/14/2023,Noah Rodriguez,161,18,7,Continuing care,48,2117,7,34,43,
12/09/2023,James McCarty,123,73,6,Work comp,76,316,4,23,123,
09/20/2022,Karen Smith,58,51,8,Insurance,72,4467,4,3,89,
10/25/2022,Elijah Nguyen,157,9,4,Attorney,20,4813,1,7,32,
07/07/2023,Elijah Nguyen,98,16,2,Patient,94,4130,4,32,33,
04/13/2022,Liam Patel,111,33,1,Attorney,47,1915,3,36,158,
05/18/2023,Elijah Nguyen,75,5,1,Law enforcement,55,3886,7,2,79,
03/01/2022,Elijah Nguyen,21,36,6,Continuing care,64,3255,7,22,7,
03/30/2022,James McCarty,43,71,4,Work comp,40,3786,4,42,76,
11/24/2023,Liam Patel,233,1,5,Insurance,56,3241,0,4,40,
08/22/2022,Ava Singh,180,56,2,Insurance,73,2543,0,18,189,
03/31/2022,Elijah Nguyen,52,29,4,Attorney,56,2529,3,31,183,
09/14/2023,Sophia Kim,171,0,8,Regulatory,52,1224,7,31,102,
08/05/2022,Karen Smith,77,15,2,Attorney,27,3274,7,24,16,
04/25/2022,Noah Rodriguez,30,43,6,Patient,31,653,3,6,151,
01/21/2022,Liam Patel,72,2,2,Patient,61,2027,7,18,153,
10/02/2022,Liam Patel,104,53,4,Insurance,68,2264,1,22,4,
07/13/2022,Noah Rodriguez,139,56,8,Continuing care,4,824,1,37,142,
11/03/2023,James McCarty,76,53,0,Attorney,29,853,1,14,176,
03/08/2022,Elijah Nguyen,62,2,0,Regulatory,98,853,5,19,163,
12/12/2023,Noah Rodriguez,132,36,7,Continuing care,100,2219,7,6,86,
10/13/2022,Sophia Kim,38,15,6,Work comp,56,3965,1,22,179,
07/26/2022,Liam Patel,132,12,1,Law enforcement,55,3151,0,25,9,
04/25/2022,Ava Singh,45,66,8,Regulatory,21,2596,3,7,46,
01/21/2023,Elijah Nguyen,19,53,1,Continuing care,72,4269,3,26,93,
08/21/2023,Elijah Nguyen,163,36,7,Regulatory,10,2097,3,14,64,
09/10/2022,Sophia Kim,39,34,2,Attorney,30,3116,7,11,107,
02/26/2023,Sophia Kim,153,66,1,Work comp,51,1874,8,10,19,
09/08/2022,Sophia Kim,52,70,8,Regulatory,6,4697,2,18,112,
11/20/2022,Karen Smith,97,10,0,Work comp,34,4622,2,22,0,
05/24/2022,Elijah Nguyen,155,73,8,Regulatory,18,3200,3,21,145,
01/13/2022,James McCarty,162,12,6,Attorney,28,2112,4,37,198,
02/28/2023,James McCarty,48,2,6,Law enforcement,47,1288,6,4,27,
10/07/2022,Elijah Nguyen,194,0,1,Law enforcement,76,1018,6,25,16,
04/16/2023,Elijah Nguyen,212,20,4,Attorney,59,4514,7,8,12,
09/14/2022,Noah Rodriguez,54,69,0,Insurance,65,775,4,35,175,
01/07/2023,Noah Rodriguez,179,37,0,Continuing care,42,51,1,3,79,
08/15/2023,James McCarty,227,20,6,Attorney,36,4849,2,10,27,
05/26/2023,Karen Smith,186,72,8,Insurance,43,1776,7,5,4,
09/26/2023,Ava Singh,65,15,6,Law enforcement,89,383,3,22,43,
02/28/2022,Noah Rodriguez,170,26,8,Regulatory,80,314,7,20,147,
06/26/2023,Liam Patel,160,42,6,Regulatory,11,3038,4,44,93,
03/07/2023,Karen Smith,198,31,6,Regulatory,41,1147,0,1,117,
02/19/2023,Sophia Kim,112,45,0,Continuing care,27,4709,2,0,187,
01/01/2022,Liam Patel,54,23,5,Continuing care,47,638,6,41,123,
10/31/2023,Elijah Nguyen,198,29,6,Patient,96,2721,5,10,147,
03/28/2022,Karen Smith,32,14,5,Continuing care,63,2598,2,9,115,
07/12/2023,Noah Rodriguez,134,39,4,Insurance,84,549,8,29,181,
08/08/2022,James McCarty,222,63,8,Attorney,67,3545,3,18,87,
08/03/2022,Ava Singh,154,69,6,Attorney,99,3633,1,14,136,
05/18/2022,Liam Patel,50,58,3,Law enforcement,12,4598,8,43,79,
02/12/2023,Elijah Nguyen,165,17,8,Patient,48,1324,7,3,129,
08/17/2023,Ava Singh,69,38,5,Work comp,56,508,1,8,1,
06/30/2023,Karen Smith,210,54,6,Regulatory,65,1824,7,9,137,
05/17/2022,Ava Singh,218,15,3,Law enforcement,33,3719,6,16,119,
03/28/2023,James McCarty,167,37,7,Law enforcement,98,387,0,39,77,
09/01/2023,Karen Smith,16,34,3,Continuing care,86,3641,7,21,153,
08/14/2022,Liam Patel,162,3,8,Patient,20,918,1,38,51,
11/21/2023,Sophia Kim,246,62,2,Attorney,49,1355,7,7,0,
10/13/2022,Liam Patel,191,48,8,Continuing care,59,1852,0,19,141,
11/27/2023,James McCarty,97,31,3,Insurance,56,4515,4,20,194,
08/06/2023,Karen Smith,231,36,8,Work comp,59,2359,4,40,183,
06/23/2023,Noah Rodriguez,95,49,0,Continuing care,86,2520,2,9,139,
06/30/2022,Liam Patel,227,64,6,Continuing care,25,3735,7,35,139,
08/15/2022,Noah Rodriguez,92,49,7,Insurance,19,3313,6,13,190,
11/26/2022,Noah Rodriguez,69,5,3,Law enforcement,94,587,1,16,91,
08/18/2022,Ava Singh,239,16,0,Continuing care,9,2231,6,23,147,
01/16/2023,Karen Smith,238,64,8,Work comp,56,4404,5,40,161,
01/21/2023,Karen Smith,178,14,8,Attorney,95,2610,1,39,161,
09/02/2022,James McCarty,181,64,3,Regulatory,82,3109,3,11,105,
08/27/2022,James McCarty,38,7,2,Work comp,90,4500,7,14,148,
05/06/2022,Liam Patel,80,16,1,Work comp,80,1746,1,11,15,
09/13/2022,Elijah Nguyen,3,39,2,Regulatory,37,2940,6,15,133,
04/23/2023,James McCarty,176,45,5,Regulatory,32,1420,4,2,184,
01/24/2023,Noah Rodriguez,83,7,7,Work comp,76,4912,3,6,49,
05/31/2023,Elijah Nguyen,102,73,0,Work comp,94,4308,6,24,10,
01/21/2022,Liam Patel,29,38,3,Work comp,91,1846,7,36,39,
10/12/2022,Sophia Kim,115,19,6,Regulatory,36,4808,3,17,16,
02/03/2023,Noah Rodriguez,93,4,5,Work comp,23,1977,2,20,41,
08/19/2023,Ava Singh,183,20,8,Regulatory,81,3286,8,10,145,
04/15/2023,Sophia Kim,80,69,1,Attorney,43,580,1,26,30,
07/19/2023,Karen Smith,183,38,3,Work comp,71,3442,2,13,103,
07/06/2023,Sophia Kim,146,17,0,Continuing care,61,2473,0,40,108,
03/09/2023,Noah Rodriguez,173,70,4,Law enforcement,52,416,1,12,30,
12/16/2023,Noah Rodriguez,206,34,8,Attorney,35,1869,7,31,129,
02/14/2022,James McCarty,224,59,5,Work comp,76,3691,6,24,85,
10/05/2023,Elijah Nguyen,217,36,6,Patient,24,3415,1,35,49,
07/26/2022,Sophia Kim,171,62,4,Attorney,93,4390,4,38,181,
03/26/2022,Sophia Kim,112,74,0,Regulatory,50,4849,3,19,122,
10/04/2023,James McCarty,169,4,5,Work comp,31,3366,1,3,163,
07/01/2023,Ava Singh,141,62,4,Attorney,81,4128,7,43,161,
08/28/2022,Karen Smith,227,46,7,Insurance,71,4868,6,27,12,
05/07/2023,Elijah Nguyen,237,15,1,Attorney,77,953,5,31,193,
11/11/2023,Elijah Nguyen,221,62,5,Patient,39,2136,2,11,120,
03/16/2023,Ava Singh,16,37,8,Regulatory,27,810,4,17,91,
05/25/2023,James McCarty,10,57,7,Work comp,100,2443,3,24,82,
03/13/2023,Noah Rodriguez,121,49,0,Continuing care,98,3639,2,24,99,
10/02/2023,Karen Smith,82,65,3,Attorney,99,3866,8,34,188,
10/12/2022,Karen Smith,155,32,3,Work comp,38,1393,4,10,52,
06/19/2022,James McCarty,82,43,6,Work comp,23,2243,4,28,7,
09/28/2022,James McCarty,186,20,8,Work comp,34,4326,6,2,17,
03/29/2022,Noah Rodriguez,137,67,4,Insurance,37,399,7,42,169,
07/17/2022,Liam Patel,68,58,5,Work comp,6,1200,0,26,173,
10/19/2023,Noah Rodriguez,27,11,6,Attorney,63,4278,3,28,94,
03/21/2022,Sophia Kim,98,30,5,Work comp,45,1655,6,5,62,
09/29/2023,Ava Singh,176,3,7,Insurance,10,1766,8,44,177,
03/07/2023,Sophia Kim,168,63,8,Work comp,63,2403,2,11,23,
03/30/2022,Noah Rodriguez,90,72,7,Insurance,64,3643,7,33,64,
04/16/2023,Karen Smith,110,14,4,Work comp,83,2175,4,2,168,
04/16/2023,Liam Patel,3,53,1,Continuing care,67,4102,4,39,84,
01/29/2022,Sophia Kim,151,0,5,Patient,102,682,1,38,71,
06/22/2022,Karen Smith,34,18,7,Insurance,87,3270,4,35,82,
09/08/2022,Karen Smith,40,31,5,Work comp,32,2804,1,41,62,
09/20/2023,James McCarty,154,62,6,Regulatory,31,1489,7,16,47,
09/02/2022,Sophia Kim,119,12,3,Law enforcement,77,1458,3,26,133,
10/08/2023,Liam Patel,159,34,4,Insurance,84,1939,2,26,67,
03/31/2022,Ava Singh,9,38,5,Regulatory,20,4075,8,43,197,
05/05/2022,Liam Patel,27,58,6,Insurance,62,3583,6,22,123,
06/20/2022,Noah Rodriguez,176,10,1,Attorney,31,365,2,11,113,
03/13/2022,James McCarty,98,72,3,Attorney,30,226,0,29,158,
04/11/2022,Liam Patel,108,14,3,Work comp,22,4788,4,26,36,
12/19/2022,Noah Rodriguez,240,64,7,Regulatory,15,4055,6,29,28,
06/25/2023,Elijah Nguyen,167,6,6,Attorney,24,3891,7,28,20,
04/18/2023,Ava Singh,236,14,0,Law enforcement,5,1343,5,1,168,
10/25/2022,Karen Smith,190,25,6,Regulatory,10,291,2,34,197,
10/26/2022,Sophia Kim,246,24,4,Insurance,18,3650,1,9,129,
12/24/2022,James McCarty,170,31,8,Work comp,19,4089,3,31,199,
12/03/2023,Elijah Nguyen,214,65,3,Attorney,35,581,6,30,40,
01/12/2022,Liam Patel,165,58,8,Attorney,93,4331,0,22,37,
08/29/2022,Sophia Kim,76,60,3,Law enforcement,47,4781,3,5,136,
08/13/2022,Noah Rodriguez,197,63,1,Attorney,47,961,2,19,82,
12/12/2023,Noah Rodriguez,230,17,1,Work comp,26,3432,4,38,79,
12/31/2023,Elijah Nguyen,39,43,4,Insurance,65,3837,3,0,8,
01/12/2022,Sophia Kim,84,6,4,Regulatory,17,1754,7,41,29,
04/10/2023,Karen Smith,189,70,6,Attorney,26,4469,8,8,29,
11/04/2022,Elijah Nguyen,109,15,4,Law enforcement,42,2249,1,6,187,
12/26/2023,Noah Rodriguez,221,10,5,Regulatory,4,3293,2,28,178,
05/21/2022,Sophia Kim,127,4,2,Regulatory,39,553,8,1,74,
05/20/2023,Liam Patel,163,1,0,Patient,7,3391,2,13,173,
11/02/2023,Noah Rodriguez,207,22,2,Law enforcement,23,1988,4,44,58,
09/15/2022,Noah Rodriguez,144,65,2,Patient,101,3885,1,21,198,
07/17/2022,Noah Rodriguez,15,49,4,Patient,1,4009,8,43,160,
07/09/2023,Noah Rodriguez,242,6,4,Law enforcement,59,3726,7,30,26,
12/26/2022,Noah Rodriguez,58,45,4,Patient,21,4352,0,36,83,
06/28/2023,Liam Patel,169,5,1,Work comp,77,4090,8,29,127,
11/10/2022,Noah Rodriguez,31,17,5,Patient,36,442,7,24,121,
04/01/2022,James McCarty,222,63,6,Continuing care,47,4995,1,0,156,
11/04/2022,Noah Rodriguez,154,20,5,Law enforcement,102,3512,1,15,27,
06/01/2022,Noah Rodriguez,59,59,3,Insurance,78,3855,3,19,150,
07/18/2023,Sophia Kim,160,68,3,Continuing care,79,2738,2,16,172,
01/02/2023,Ava Singh,210,1,1,Regulatory,86,3728,4,34,91,
10/15/2023,James McCarty,34,15,7,Continuing care,0,1037,1,10,114,
02/06/2022,Ava Singh,63,69,6,Patient,13,1062,0,6,83,
08/21/2023,Elijah Nguyen,185,5,3,Law enforcement,17,35,6,5,97,
02/19/2022,Ava Singh,31,7,3,Law enforcement,39,1768,0,38,142,
07/09/2022,Liam Patel,243,38,7,Patient,40,2671,0,27,31,
10/29/2023,Karen Smith,24,0,3,Regulatory,17,2579,8,25,169,
05/28/2023,Elijah Nguyen,64,39,1,Law enforcement,88,914,0,15,155,
08/26/2023,Liam Patel,207,41,1,Attorney,13,58,8,18,109,
06/23/2022,Sophia Kim,137,35,8,Work comp,31,608,1,39,190,
12/16/2022,Ava Singh,98,61,2,Attorney,42,2030,0,23,152,
11/30/2023,James McCarty,154,6,4,Attorney,29,4697,3,13,55,
02/05/2023,Noah Rodriguez,82,21,4,Attorney,96,1724,5,9,78,
02/02/2023,Sophia Kim,175,5,2,Patient,3,1982,2,18,57,
08/06/2023,Sophia Kim,48,35,8,Law enforcement,77,1757,6,5,84,
07/20/2023,Karen Smith,224,28,4,Continuing care,18,26,6,3,78,
08/06/2023,Sophia Kim,206,5,0,Regulatory,44,4742,8,25,192,
05/05/2023,Karen Smith,110,73,2,Patient,66,1176,4,2,167,
11/27/2022,Karen Smith,143,7,8,Attorney,8,2419,2,30,95,
02/04/2023,Noah Rodriguez,217,35,6,Law enforcement,49,3138,6,20,82,
08/12/2023,Elijah Nguyen,183,24,7,Work comp,101,2312,8,15,102,
07/15/2023,James McCarty,31,11,3,Attorney,78,3199,2,9,38,
01/19/2022,Liam Patel,38,51,0,Insurance,32,4599,3,22,140,
07/23/2022,Ava Singh,119,34,4,Insurance,69,1798,2,33,115,
03/27/2022,James McCarty,31,70,2,Continuing care,40,3329,0,30,183,
03/06/2023,Liam Patel,113,34,1,Regulatory,66,431,4,2,96,
11/18/2022,Liam Patel,60,33,3,Patient,48,2911,0,24,181,
12/29/2022,Elijah Nguyen,247,18,7,Regulatory,44,4834,7,29,160,
12/12/2022,Karen Smith,5,22,5,Work comp,62,948,1,2,79,
05/09/2022,Elijah Nguyen,225,62,7,Patient,41,1690,3,39,148,
08/30/2023,Karen Smith,7,45,7,Work comp,72,3635,5,14,40,
02/27/2022,Liam Patel,165,66,2,Regulatory,68,1085,8,4,77,
01/02/2022,Liam Patel,63,55,1,Attorney,89,3867,5,21,110,
10/19/2022,Sophia Kim,23,47,4,Continuing care,54,986,6,22,2,
01/19/2022,James McCarty,73,46,2,Continuing care,34,4276,7,41,6,
03/13/2022,Sophia Kim,70,39,1,Attorney,40,3925,5,20,124,
12/06/2022,James McCarty,51,45,8,Continuing care,83,1523,8,44,189,
02/21/2022,Karen Smith,65,68,5,Continuing care,96,648,1,32,71,
10/22/2022,Sophia Kim,111,65,7,Regulatory,43,1040,2,17,6,
07/16/2023,James McCarty,223,15,0,Patient,25,4865,7,4,142,
04/26/2022,Noah Rodriguez,175,31,7,Attorney,45,1136,5,7,173,
04/14/2022,Karen Smith,142,3,3,Patient,84,2668,5,16,127,
04/19/2023,Noah Rodriguez,221,20,6,Attorney,96,3604,7,5,157,
07/12/2023,Karen Smith,192,32,3,Insurance,7,4642,4,16,97,
08/13/2023,James McCarty,17,44,7,Law enforcement,43,3091,8,20,146,
06/12/2022,James McCarty,29,14,8,Regulatory,100,200,8,18,124,
08/29/2022,Karen Smith,102,18,0,Patient,51,188,6,6,15,
07/13/2023,Ava Singh,32,29,0,Attorney,14,3772,0,28,165,
06/11/2022,James McCarty,105,13,0,Attorney,30,578,4,10,171,
12/14/2022,Noah Rodriguez,1,34,4,Insurance,53,994,5,5,68,
06/08/2023,Liam Patel,125,29,7,Law enforcement,45,1408,1,8,147,
04/29/2022,Liam Patel,88,52,0,Work comp,3,4795,0,31,171,
07/14/2023,James McCarty,149,38,1,Work comp,71,66,4,16,7,
05/29/2022,Karen Smith,50,62,8,Attorney,47,1221,1,27,48,
07/07/2023,Karen Smith,127,13,5,Patient,85,204,4,13,15,
11/12/2023,Sophia Kim,79,67,6,Continuing care,31,4076,5,33,101,
08/13/2022,Liam Patel,169,47,7,Law enforcement,102,507,4,4,31,
12/04/2023,Ava Singh,175,67,1,Insurance,62,4241,3,21,68,
05/08/2023,Sophia Kim,171,19,3,Law enforcement,87,4060,7,29,20,
09/29/2023,Noah Rodriguez,206,26,1,Law enforcement,0,3731,7,2,138,
06/20/2023,Liam Patel,94,31,2,Work comp,0,137,5,6,91,
02/22/2022,Ava Singh,227,67,8,Law enforcement,97,234,7,43,16,
06/18/2023,Elijah Nguyen,238,52,3,Regulatory,16,2116,0,17,11,
02/04/2023,James McCarty,121,10,5,Regulatory,94,242,1,21,84,
07/10/2023,Sophia Kim,241,4,6,Work comp,39,2475,7,7,67,
11/06/2023,Ava Singh,190,22,6,Continuing care,93,1371,8,39,92,
04/19/2022,Liam Patel,223,68,2,Patient,88,437,4,7,191,
10/09/2022,Karen Smith,9,25,4,Work comp,2,406,7,32,165,
09/06/2022,Sophia Kim,225,62,8,Insurance,66,4181,6,19,95,
12/24/2023,James McCarty,71,1,6,Patient,64,3340,7,11,158,
01/13/2022,James McCarty,117,49,2,Regulatory,71,415,1,41,18,
01/29/2023,Sophia Kim,183,24,7,Insurance,14,4661,6,17,104,
04/21/2023,Noah Rodriguez,214,16,1,Work comp,18,2580,8,2,5,
07/27/2023,Karen Smith,239,32,5,Patient,39,2555,5,21,198,
09/23/2022,James McCarty,17,2,6,Continuing care,70,4404,5,38,67,
01/28/2022,James McCarty,70,54,7,Continuing care,38,2491,5,26,28,
10/27/2023,Liam Patel,104,26,2,Insurance,72,202,0,2,101,
10/16/2023,Sophia Kim,190,47,0,Patient,2,4929,6,6,59,
12/31/2023,Sophia Kim,136,9,1,Work comp,2,326,7,38,175,
05/12/2023,James McCarty,24,20,1,Work comp,10,3590,2,0,190,
11/04/2023,Liam Patel,160,2,0,Attorney,49,4187,6,42,124,
12/22/2022,Sophia Kim,154,59,0,Law enforcement,22,1845,4,25,104,
10/17/2023,Ava Singh,15,34,8,Patient,43,141,4,37,117,
01/20/2022,James McCarty,100,45,3,Attorney,2,2477,4,14,38,
08/08/2023,Sophia Kim,47,26,5,Law enforcement,20,453,4,11,118,
